strain	2_3_Butanediol	2_Aminoethanol	Acetic_Acid	Adonitol	Anti_Ampic	Anti_Chlor	Anti_Eryth	Anti_Gent	Anti_Kana	Anti_Rif	Anti_Spec	Anti_Strept	Anti_Sulfa	Anti_Trime	Bromo_Succinic_Acid	Cis_Aconitic_Acid	Citric_Acid	D_Alanine	D_Arabitol	D_Cellobiose	D_Fructose	D_Galactonic_Acid_Lactone	D_Galactose	D_Galacturonic_Acid	D_Gluconic_Acid	D_Glucosaminic_Acid	D_Glucose_6_Phosphate	D_Glucuronic_Acid	D_L_Carnitine	D_L_Lactic_Acid	D_L_alpha_Glycerol_Phosphate	D_Mannitol	D_Mannose	D_Melibiose	D_Psicose	D_Raffinose	D_Saccharic_Acid	D_Serine	D_Sorbitol	D_Trehalose	Dextrin	Dyes_AcOr0.006	Dyes_AcOr0.013	Dyes_AcOr0.05	Dyes_Aur0.006	Dyes_Aur0.013	Dyes_Aur0.05	Dyes_MG0.006	Dyes_MG0.013	Dyes_MG0.05	Dyes_Nig0.006	Dyes_Nig0.013	Dyes_Nig0.05	Dyes_PrIo0.006	Dyes_PrIo0.013	Dyes_PrIo0.05	Flavonoid_Apigenin	Flavonoid_Daidzein	Flavonoid_Flavone	Flavonoid_Luteolin	Flavonoid_Naringenin	Flavonoid_Quercetin	Formic_Acid	Gentiobiose	Glucuronamide	Glycerol	Glycogen	Glycyl_L_Aspartic_Acid	Glycyl_L_Glutamic_Acid	Growth_Rate	Hydroxy_L_Proline	I_Erythritol	Inosine	Itaconic_Acid	L_Alaninamide	L_Alanine	L_Alanyl_Glycine	L_Arabinose	L_Asparagine	L_Aspartic_Acid	L_Fucose	L_Glutamic_Acid	L_Histidine	L_Leucine	L_Ornithine	L_Phenylalanine	L_Proline	L_Pyroglutamic_Acid	L_Rhamnose	L_Serine	L_Threonine	Lactulose	M_Inositol	Malonic_Acid	Maltose	N_Acetyl_D_Galactosamine	N_Acetyl_D_Glucosamine	NaCLmM_200	NaCLmM_300	NaCLmM_500	NaCLmM_600	NaCLmM_800	PC1	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PEG_.05	PEG_.10	PEG_.15	PEG_.20	PEG_.25	PEG_LWA	PEG_max	P_Hydroxy_Phenylacetic_Acid	Phenyethylamine	Propionic_Acid	Putrescine	Pyruvic_Acid_Methyl_Ester	Quinic_Acid	Salt_max	Sebacic_Acid	Siderophore	Succinamic_Acid	Succinic_Acid	Succinic_Acid_Mono_Methyl_ESter	Sucrose	Temp_20	Temp_28	Temp_37	Temp_40	Temp_43	Temp_max	Thymidine	Turanose	Tween_40	Tween_80	Uridine	Urocanic_Acid	Xylitol	alpha_Cyclodextrin	alpha_D_Glucose	alpha_D_Glucose_1_Phosphate	alpha_D_Lactose	alpha_Hydroxybutyric_Acid	alpha_Keto_Butyric_Acid	alpha_Keto_Glutaric_Acid	alpha_Keto_Valeric_Acid	beta_Hydroxybutyric_Acid	beta_Methyl_D_Glucoside	bio_1	bio_10	bio_11	bio_12	bio_13	bio_14	bio_15	bio_16	bio_17	bio_18	bio_19	bio_2	bio_3	bio_4	bio_5	bio_6	bio_7	bio_8	bio_9	gamma_Amino_Butyric_Acid	gamma_Hydroxy_Butyric_Acid	metal_Cd	metal_Cu	metal_Hg	metal_Se	metal_Te	metal_Zn	nodule_A17	nodule_R108	other_Brom..Blue	other_Calcofluor	other_Catalse	other_Congored	other_Gelatinase	other_H2S	other_KNO3.8..	other_Ketolactose	other_LB	other_MM	other_Motility	other_Nitrate	other_P..solubilization	other_Peroxidase	other_Starch.hydr.	other_TY	other_Urease24h	other_X.gal	pH_11	pH_5	pH_6	pH_7	pH_8	pH_9	weight_A17	weight_R108
1199	0.367448471926	0.633972992182	0.8407960199	0.91329068941	1	0	0	0	1	0	1	1	1	1	0.71144278607	1.03411513859	1.06823027719	0.909026297086	0.863539445629	0.827292110874	0.961620469083	0.982942430704	0.97867803838	0.217484008529	1.03909026297	1.01421464108	0.138592750533	0.18407960199	0.752665245203	0.901208244492	0.142857142857	0.960199004975	0.877754086709	0.834399431414	0.930348258706	0.828713574982	0.959488272921	0.675906183369	0.948116560057	1.02345415778	0.650319829424	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0.998578535892	0.990049751244	0.89907604833	0.799573560768	0.421464108031	0.945273631841	0.813788201848	0.694444444444	0.892679459844	0.83368869936	0.918976545842	0.0277185501066	0.955934612651	0.950248756219	1.02061122957	0.904051172708	1.03766879886	1.05970149254	0.897654584222	0.998578535892	0.830845771144	0.900497512438	0.820184790334	0.82302771855	0.827292110874	0.882018479033	1.01776830135	0.964463397299	0.820895522388	0.986496090974	0.976545842217	0.866382373845	0.948116560057	0.724235963042	0.859985785359	1	1	0	0	0	3.93602461111722	-0.0110115530145517	0.0316551179416393	0.0604820731699797	0.0193999282806532	0.0135059681584969	0.00221437627539154	-0.0336904870938891	0.0038579123354997	0.0141453634099637	-2.67343058690161e-16	0.0708056982613443	1.48096343203835	-0.0813433436487711	-0.059229195668322	0.220242862210699	-0.027190685956086	0.222505707413196	-0.129900438333937	1	1	1	1	1	1	0.25	0.754797441365	0.194029850746	0.911158493248	0.324804548685	0.91329068941	0.983653162758	300	0.114427860697	0	0.97867803838	0.778962331201	0.828713574982	1.05046197584	1	1	1	1	0	40	0.687277896233	0.958066808813	0.157782515991	0.145700071073	0.944562899787	0.648187633262	0.99289267946	0.115138592751	0.987917555082	0.557924662402	0.995024875622	0.921108742004	0.924662402274	0.965174129353	0.536602700782	0.904761904762	0.932480454869	47	195	-121	683	106	16	52	288	58	288	58	123	25	12163	274	-203	477	195	-121	0.56645344705	0.191897654584	1	1	0	1	1	1	-1.76212273387205	15.8031956329359	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	-0.00481398391768015	-0.119219793894817
1200	0.0166324435318	0.0	0.54887063655	0.407802874743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4318275154	0.0714579055441	0.0628336755647	0.423203285421	0.757084188912	0.79158110883	1.02012320329	0.249486652977	1.0090349076	0.142915811088	0.199589322382	0.102874743326	0.0	0.209445585216	0.128747433265	0.721971252567	0.104106776181	0.904928131417	0.824229979466	0.611088295688	0.931416837782	0.713347022587	0.148459958932	0.148459958932	0.867967145791	1.02443531828	0.232238193018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.944969199179	0.869199178645	0.428747433265	0.457700205339	0.24887063655	0.435523613963	0.418275154004	NA	0.673305954825	0.524845995893	1.04229979466	0.116427104723	0.648665297741	0.609856262834	0.633264887064	0.95112936345	0.624024640657	0.494661190965	0.94250513347	0.821149897331	0.380698151951	0.617864476386	0.41704312115	0.0542094455852	0.745379876797	0.0277207392197	0.872895277207	0.71273100616	0.284599589322	0.629568788501	1.01026694045	0.0917864476386	1.0453798768	0.00431211498973	0.915400410678	NA	NA	NA	NA	NA	3.93602461111722	-0.0110115530145517	0.0316551179416393	0.0604820731699797	0.0193999282806532	0.0135059681584969	0.00221437627539154	-0.0336904870938891	0.0038579123354997	0.0141453634099637	-2.67343058690161e-16	0.0708056982613443	1.48096343203835	-0.0813433436487711	-0.059229195668322	0.220242862210699	-0.027190685956086	0.222505707413196	-0.129900438333937	NA	NA	NA	NA	NA	NA	NA	0.0	0.0301848049281	0.687474332649	0.0123203285421	0.40841889117	0.100410677618	NA	0.0	NA	0.322792607803	0.770636550308	0.503901437372	1.02197125257	NA	NA	NA	NA	NA	NA	0.219301848049	1.01950718686	0.171252566735	0.0	0.734291581109	1.0386036961	0.441067761807	0.0	0.957905544148	0.0	0.995482546201	0.528542094456	0.613552361396	0.176180698152	0.118891170431	0.517453798768	0.601232032854	47	195	-121	683	106	16	52	288	58	288	58	123	25	12163	274	-203	477	195	-121	0.0726899383984	0.242094455852	NA	NA	NA	NA	NA	NA	-10.5745112570435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.320306233018648	NA
1202	0.228765264586	0.0659430122117	0.740841248304	0.621981004071	1	1	1	0	1	0	1	0	1	1	0.526729986431	0.0	0.201899592944	0.595929443691	0.897150610583	0.979375848033	1.02578018996	0.184803256445	1.00379918589	0.127001356852	0.339484396201	0.0	0.0911804613297	0.19131614654	0.764450474898	0.862143826323	0.0	0.862143826323	0.919945725916	0.698507462687	0.893080054274	0.622795115332	0.0740841248304	0.471370420624	0.902035278155	0.807598371777	0.520217096336	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1.59158751696	0.784803256445	0.667571234735	0.588602442334	0.38263229308	0.724559023066	0.711533242877	0.705882352775	0.837720488467	0.670013568521	1.5394843962	0.0138398914518	0.70013568521	0.665943012212	0.655359565807	1.04531886024	0.823066485753	0.761194029851	0.863772048847	0.913432835821	0.912618724559	0.8434192673	0.682225237449	0.025237449118	0.79131614654	0.0716417910448	0.972048846676	1.05508819539	0.670827679783	0.762822252374	0.90854816825	0.0773405698779	1.03717774763	0.3565807327	0.122116689281	1	1	1	0	0	4.88691478440933	0.0307697286594044	0.0592873986141209	0.0409368966227081	0.0616541839382714	-0.00376675033474011	-0.0650287274775059	-0.0204790021243117	0.0192843440956548	-0.00541113677300198	-5.06704798597994e-16	0.520116713615224	1.22187958585112	0.192790871996829	-0.0309496525856875	-0.269468002967553	-0.28282675988713	0.0652039816819391	-0.0955096646859653	1	1	1	1	0	1	0.2	0.0	0.201899592944	0.332157394844	0.0659430122117	0.744911804613	0.105834464043	500	0.0	0	0.280054274084	0.858887381275	0.513704206242	1.03717774763	1	1	1	1	0	40	0.484396200814	1.04369063772	0.0	0.0	1.0184531886	1.29362279512	0.494979647218	0.0602442333786	0.937042062415	0.144911804613	0.997286295794	0.657801899593	0.42170963365	0.15223880597	0.29145183175	0.522659430122	0.635006784261	22	174	-156	535	92	12	62	251	47	251	47	128	25	12805	257	-244	501	174	-156	0.646404341927	0.270284938942	1	1	0	1	1	1	-8.29715220105484	NA	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	-0.035068817295283	NA
1203	0.0596627756161	0.121919584955	0.671206225681	0.36186770428	1	0	1	0	1	0	0	0	1	1	0.604409857328	0.0324254215305	0.160830090791	0.643320363165	0.927367055772	0.856031128405	1.03372243839	0.15953307393	1.02853437095	0.0272373540856	0.214656290532	0.0	0.203631647211	0.0596627756161	0.597276264591	0.846952010376	0.0	0.982490272374	0.979896238651	0.815823605707	0.908560311284	0.535019455253	0.0	0.411802853437	0.96757457847	0.938391699092	0.600518806744	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1.19325551232	1.02269779507	0.679636835279	0.619325551232	0.337224383917	0.746433203632	0.725032425422	0.677200902782	0.979896238651	0.614137483787	0.952658884565	0.0252918287938	0.856679636835	0.740596627756	0.753566796368	1.02075226978	0.831387808042	0.719844357977	0.999351491569	0.990920881971	0.797016861219	0.820363164721	0.687418936446	0.0551232166018	0.883916990921	0.00064850843061	0.996108949416	0.953955901427	0.634889753567	0.857976653696	1.0317769131	0.00453955901427	1.05706874189	0.252918287938	0.879377431907	1	1	1	0	0	3.01937604033462	0.00362994980094855	0.0308067084647293	0.000740773270524922	-0.06162121828032	0.0455314393905668	-0.0271119263859584	-0.0166803701680155	-0.00180208206536499	0.00105451231171274	-1.41088947048081e-16	-0.319736241408933	1.45557496693223	-0.121112074609125	-0.0623574085791405	0.834948573496484	0.0671715718189341	0.124562357347887	-0.191200928250614	1	1	1	1	1	1	0.25	0.0667963683528	0.0901426718547	0.376134889754	0.112840466926	0.518806744488	0.00064850843061	500	0.0	0	0.573929961089	0.789883268482	0.69195849546	0.981841763943	0	1	1	1	0	40	0.410505836576	1.02658884565	0.0	0.0	1.01297016861	0.896887159533	0.588845654994	0.108949416342	0.984435797665	0.0226977950713	1.05836575875	0.529831387808	0.446173800259	0.257457846952	0.586900129702	0.603761348898	0.710116731518	70	210	-86	753	110	22	49	313	71	313	71	111	25	11474	285	-159	444	210	-86	0.656290531777	0.419584954604	1	1	0	1	1	1	-11.1095407242263	20.7490507875275	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	-0.166448600358955	0.216333359709137
1204	0.0738060781476	0.0998552821997	0.58523878437	0.82489146165	1	1	1	1	1	0	1	0	1	1	0.602604920405	0.132850940666	0.276989869754	0.560926193922	0.932561505065	0.930824891462	0.916931982634	0.266570188133	1.12793053546	0.178871201158	0.333429811867	0.102460202605	0.0	0.148480463097	0.667727930535	0.944717800289	0.0	1.02981186686	0.947322720695	0.74500723589	1.02981186686	0.472358900145	0.187554269175	0.308248914616	0.99507959479	0.990738060781	0.672937771346	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1.46743849493	1.08451519537	0.658176555716	0.389001447178	0.393342981187	0.704196816208	0.510564399421	0.650759218948	0.710274963821	0.694645441389	1.41794500724	0.13979739508	0.756295224313	0.644283646889	0.688567293777	1.19218523878	0.756295224313	0.748480463097	1.03589001447	0.933429811867	0.79015918958	0.824023154848	0.669464544139	0.129377713459	0.912590448625	0.18494934877	1.09667149059	0.902170767004	0.631259044863	0.838784370478	1.03675832127	0.162373371925	1.11230101302	0.556584659913	0.923878437048	1	1	1	0	0	3.01937604033462	0.00362994980094855	0.0308067084647293	0.000740773270524922	-0.06162121828032	0.0455314393905668	-0.0271119263859584	-0.0166803701680155	-0.00180208206536499	0.00105451231171274	-1.41088947048081e-16	-0.319736241408933	1.45557496693223	-0.121112074609125	-0.0623574085791405	0.834948573496484	0.0671715718189341	0.124562357347887	-0.191200928250614	1	1	1	1	1	1	0.25	0.134587554269	0.11982633864	0.528798842258	0.118089725036	0.778871201158	0.223154848046	500	0.17018813314	0	0.432416787265	0.916931982634	0.456729377713	1.00984081042	1	1	1	1	0	40	0.436758321274	1.05672937771	0.0477568740955	0.0425470332851	0.71982633864	1.08712011577	0.559189580318	0.196237337192	1.07322720695	0.0	1.10969609262	0.601736613603	0.481910274964	0.35513748191	0.613892908828	0.775397973951	0.680752532562	70	210	-86	753	110	22	49	313	71	313	71	111	25	11474	285	-159	444	210	-86	0.301302460203	0.198842257598	1	1	0	1	1	1	6.79000159182691	-1.25094921247249	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	-0.162280749378282	0.0782333597091367
1205	0.0813455657492	0.0795107033639	0.579204892966	0.466666666667	1	0	1	0	1	0	1	0	1	1	0.666666666667	0.0	0.0305810397554	0.644036697248	0.783486238532	0.795107033639	0.960244648318	0.215902140673	0.991437308869	0.291131498471	0.174311926606	0.155963302752	0.0770642201835	0.229357798165	0.592048929664	0.97125382263	0.0532110091743	0.815902140673	0.758409785933	0.419571865443	0.883180428135	0.34128440367	0.0746177370031	0.479510703364	0.977981651376	0.970642201835	0.54373088685	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1.42324159021	0.866666666667	0.248929663609	0.431804281346	0.332110091743	0.719877675841	0.680733944954	0.638297872205	0.855657492355	0.60122324159	1.03119266055	0.165137614679	0.818960244648	0.757186544343	0.948623853211	0.771865443425	0.823853211009	0.82752293578	0.951681957187	0.792048929664	0.829357798165	0.878899082569	0.796941896024	0.120489296636	0.927217125382	0.2	0.831804281346	0.970642201835	0.62752293578	0.570642201835	1.03180428135	0.218960244648	0.71620795107	0.307033639144	0.755351681957	1	1	1	0	0	4.19565330527418	-0.00800412323762556	0.0169582470899428	0.140841580916895	-0.00233193942257358	-0.0254008952100857	-0.063624363302937	-0.0227408058092966	0.00464437769162582	0.0131532742679445	-4.97463405172277e-16	-0.0256764205209004	1.40496728829276	0.175270046693255	-0.0128718164040902	-0.220111257620269	-0.0817075265432662	0.191601410983233	-0.0666710792474343	1	1	1	1	0	1	0.2	0.0844036697248	0.110091743119	0.840978593272	0.133944954128	0.756574923547	0.213455657492	500	0.0703363914373	0	0.456880733945	0.581651376147	0.434862385321	1.01162079511	1	1	1	1	0	40	0.443425076453	0.976146788991	0.0	0.0929663608563	0.875840978593	1.09908256881	0.637920489297	0.0654434250765	1.02813455657	0.0899082568807	0.960244648318	0.159633027523	0.753516819572	0.274617737003	0.367584097859	0.738837920489	0.749847094801	36	180	-131	692	107	14	55	303	59	303	59	127	26	11962	262	-218	480	180	-131	0.568195718654	0.0	1	1	0	1	1	1	8.51653238598852	0.032142738009509	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	-0.246418766981352	-0.0620830034433346
1206	0.0	0.00674460431655	0.607014388489	0.246852517986	1	1	1	1	1	0	1	0	1	1	0.522032374101	0.0	0.0	0.692670863309	0.616456834532	1.01438848921	1.00966726619	0.0438399280576	0.94154676259	0.0	0.147706834532	0.039118705036	0.0	0.0	0.142985611511	0.787769784173	0.0	0.752697841727	0.91321942446	0.55440647482	0.940872302158	0.450539568345	0.00944244604317	0.275854316547	0.83565647482	0.987410071942	0.648830935252	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1.21672661871	0.752023381295	0.440422661871	0.520008992806	0.0	0.619154676259	0.571267985612	0.722891566439	0.784397482014	0.895008992806	1.18165467626	0.0	0.422212230216	0.624550359712	0.770908273381	0.948965827338	0.736510791367	0.872077338129	0.927383093525	0.955710431655	1.20256294964	0.75809352518	0.690647482014	0.0	0.663669064748	0.0	0.85184352518	0.92940647482	0.640737410072	0.48089028777	0.723696043165	0.000674460431655	1.0845323741	0.212455035971	0.696043165468	1	1	1	0	0	4.19565330527418	-0.00800412323762556	0.0169582470899428	0.140841580916895	-0.00233193942257358	-0.0254008952100857	-0.063624363302937	-0.0227408058092966	0.00464437769162582	0.0131532742679445	-4.97463405172277e-16	-0.0256764205209004	1.40496728829276	0.175270046693255	-0.0128718164040902	-0.220111257620269	-0.0817075265432662	0.191601410983233	-0.0666710792474343	1	1	1	1	1	1	0.25	0.0	0.0	0.847122302158	0.0	0.659622302158	0.0	500	0.0	0	0.341276978417	0.884217625899	0.541591726619	1.00022482014	1	1	1	1	0	40	0.294064748201	1.00022482014	0.0	0.0	1.00696942446	1.19649280576	0.259667266187	0.428956834532	0.990107913669	0.0	0.940872302158	0.479541366906	0.471447841727	0.0	0.245503597122	0.47684352518	1.30912769784	36	180	-131	692	107	14	55	303	59	303	59	127	26	11962	262	-218	480	180	-131	0.650179856115	0.246178057554	1	1	0	1	1	1	-12.9210790908401	-4.96785726199049	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	-0.26351398391768	-0.0800830034433346
1208	0.178259844376	0.166941759019	0.793680735676	0.609761848621	1	1	1	1	1	0	1	1	1	1	0.483140768687	0.212921480783	0.188163169064	0.722942702193	0.839660457439	0.812072624381	0.947182268333	0.265975005895	0.913228012261	0.382692761141	0.404621551521	0.273756189578	0.138646545626	0.440697948597	0.553171421834	1.10846498467	0.107521810894	0.92030181561	0.804291440698	0.684036783777	0.978307003065	0.657863711389	0.18179674605	0.48809243103	1.02711624617	1.03701957086	0.655741570384	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1.5965574157	0.930912520632	0.0452723414289	0.83541617543	0.38835180382	0.783777410988	0.826220231078	0.714285714286	0.944352746994	0.731431266211	1.36878094789	0.0700306531478	0.660693232728	0.684036783777	0.493044093374	0.966988917708	0.87927375619	0.99952841311	0.873614713511	0.979721763735	0.908276349917	0.841075218109	0.841075218109	0.193822211743	1.01933506249	0.290025937279	0.916057533601	0.986088186748	0.770337184626	0.83824569677	1.00518745579	0.0742749351568	0.99952841311	0.409573213865	0.809950483377	1	1	1	0	0	4.42805137465278	0.0367697329900797	0.0917445578550243	-0.0500587666497193	0.0357792594954151	0.0208586991010078	-0.014840685363103	-0.0212768433896859	0.0222025842127974	0.00173340939559429	-2.72147873077808e-16	0.742734962183582	1.41518597020369	-0.0824693377978662	-0.0575170100489117	0.360944614531949	-0.202143969839844	0.109312714541823	-0.212359621362483	1	1	1	1	1	1	0.25	0.12166941759	0.218580523461	0.833294034426	0.155623673662	0.766800282952	0.24333883518	500	0.0771044564961	0	0.177552464041	0.947889648668	0.536194293799	1.04833765621	1	1	1	1	0	40	0.454138174959	1.06531478425	0.0183918887055	0.0537609054468	0.754067436925	1.35180381985	0.703843433153	0.108936571563	1.00448007545	0.135817024287	0.950011789672	0.758311718934	0.624616835652	0.437868427258	0.585003536902	0.662815373733	0.771044564961	40	196	-139	519	89	12	60	238	41	238	41	122	24	12975	277	-219	496	196	-139	0.723650082528	0.319028531007	1	1	0	1	1	1	-1.86258041781888	-10.1968043670641	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	-0.0560711329370073	-0.13154357192896
1210	0.0	0.0	0.554957507082	0.690934844193	1	0	1	1	1	0	1	1	1	1	0.373937677054	0.0	0.0535410764873	0.667988668555	0.970538243626	0.968838526912	1.17280453258	0.0	1.13371104816	0.0	0.107932011331	0.0	0.0	0.0	0.73597733711	0.769971671388	0.0	0.97223796034	0.902549575071	0.754674220963	0.87790368272	0.13342776204	0.0	0.386685552408	0.0	1.17960339943	0.225212464589	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0.973937677054	1.14050991501	0.496317280453	0.192917847025	0.0441926345609	0.647592067989	0.806515580737	0.744416873634	0.956090651558	0.512464589235	0.91104815864	0.0	0.673937677054	0.670538243626	0.79716713881	1.0835694051	1.07677053824	0.573654390935	1.00623229462	0.812464589235	0.836260623229	0.821813031161	0.595750708215	0.0	0.826062322946	0.0	1.04447592068	0.933144475921	0.460623229462	0.918696883853	0.988385269122	0.0	1.11161473088	0.430878186969	0.965439093484	1	1	1	0	0	3.01937604033462	0.00362994980094855	0.0308067084647293	0.000740773270524922	-0.06162121828032	0.0455314393905668	-0.0271119263859584	-0.0166803701680155	-0.00180208206536499	0.00105451231171274	-1.41088947048081e-16	-0.319736241408933	1.45557496693223	-0.121112074609125	-0.0623574085791405	0.834948573496484	0.0671715718189341	0.124562357347887	-0.191200928250614	1	1	1	1	1	1	0.25	0.0	0.0	0.520113314448	0.0	0.716430594901	0.0	500	0.0	0	0.398583569405	0.768271954674	0.520113314448	1.07592067989	1	1	1	1	0	40	0.0	1.05637393768	0.0	0.0	0.820963172805	0.9611898017	0.448725212465	0.0	0.751274787535	0.0	1.15920679887	0.354390934844	0.308498583569	0.0	0.531161473088	0.775920679887	0.942492917847	70	210	-86	753	110	22	49	313	71	313	71	111	25	11474	285	-159	444	210	-86	0.57790368272	0.28045325779	1	1	0	1	1	1	-3.60954072422627	NA	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	-0.226673600358955	NA
1211	0.177398160315	0.0857424441524	0.686925098555	0.516425755585	1	1	1	1	1	0	1	0	1	1	0.824901445466	0.119250985545	0.223718791064	0.378449408673	0.828843626807	0.964848883049	1.11366622865	0.23653088042	0.985545335085	0.140932982917	0.219776609724	0.169513797635	0.0640604467806	0.215834428384	0.424770039422	0.787450722733	0.0	0.760840998686	0.930354796321	0.578515111695	0.969776609724	0.492772667543	0.22667542707	0.369579500657	0.845597897503	1.06340341656	0.713534822602	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1.87253613666	0.839684625493	0.569645203679	0.396189224704	0.364651773982	0.494743758213	0.46517739816	0.78125	0.857424441524	0.705650459921	1.30387647832	0.177398160315	0.779566360053	0.52332457293	0.525295663601	1.03975032852	0.506570302234	1.2752956636	0.80223390276	0.719448094612	0.564717477004	0.737187910644	0.46517739816	0.0285808147175	0.828843626807	0.148817345598	0.821944809461	0.912614980289	0.437582128778	0.767739816032	0.897831800263	0.0	1.05256241787	0.17641261498	0.775624178712	1	1	1	0	0	-2.1032060166307	-0.212870166054989	0.253053667784684	-0.0578374508883625	-0.0592995260122067	-0.0180967385498611	-0.0538046026254134	0.0769387855995089	0.0228583284923062	0.0108026887563681	-9.06459567685694e-18	-1.83125248080528	-0.581243936330996	1.94554940886446	-2.2928894048273	-1.8197547782816	-2.07139855916411	1.36053725881389	0.301513974142114	1	1	1	1	1	1	0.25	0.00492772667543	0.161629434954	0.623850197109	0.0137976346912	0.545992115637	0.303547963206	500	0.0	0	0.34296977661	0.985545335085	0.224704336399	0.929369250986	1	1	1	1	0	40	0.229632063075	1.05354796321	0.0	0.0	0.795335085414	0.666228646518	0.180354796321	0.106438896189	0.956964520368	0.109395532194	0.932325886991	0.646517739816	0.799277266754	0.300591327201	0.302562417871	0.644546649146	0.611038107753	112	180	50	1102	194	12	68	543	64	68	507	117	44	5122	273	9	264	53	178	0.279894875164	0.238501971091	1	1	0	1	1	1	-21.6095407242263	15.3391038256942	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0.0156763996410453	0.26460713774328
1212	0.250564334086	0.153047404063	0.564108352144	0.3230248307	1	0	1	0	1	0	1	0	1	1	0.490970654628	0.243115124153	0.264785553047	0.592550790068	0.79164785553	0.861399548533	0.965011286682	0.23769751693	0.906772009029	0.389390519187	0.379232505643	0.23769751693	0.167268623025	0.184875846501	0.150338600451	0.938600451467	0.0	0.758465011287	0.9	0.677878103837	0.960270880361	0.579006772009	0.416478555305	0.437471783296	1.07539503386	1.05643340858	0.444920993228	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1.02121896163	0.918284424379	0.692776523702	0.547178329571	0.310158013544	0.818058690745	0.618284424379	0.748129675624	0.913544018059	0.482844243792	1.00361173815	0.0	0.744920993228	0.76388261851	0.83769751693	0.806546275395	0.93927765237	1.07945823928	0.828216704289	1.03137697517	0.660270880361	0.894582392777	0.42460496614	0.235665914221	0.891873589165	0.281038374718	0.859367945824	0.902708803612	0.704288939052	0.879683972912	0.805191873589	0.36230248307	0.907449209932	0.282392776524	0.813995485327	1	1	1	0	0	3.90192164375762	0.332300200076558	-0.203762677526436	0.0190879641503522	0.0628559489531502	0.0864825707471457	-0.107555217335554	0.000783700703849276	0.00193735529034314	-0.0149011494053282	-4.84908625151844e-16	-0.254223412365367	-0.623244757591621	0.790243120201647	0.34713428628319	-0.32492668296813	-0.0449388938517424	0.161478934391221	0.273402688059329	1	1	1	1	1	1	0.25	0.0839729119639	0.0433408577878	0.655530474041	0.0799097065463	0.667720090293	0.342663656885	500	0.0860045146727	0	0.644695259594	0.746952595937	0.546501128668	1.12415349887	1	1	1	1	0	40	0.285778781038	0.828216704289	0.051467268623	0.0	0.879006772009	0.889164785553	0.637923250564	0.0785553047404	0.910835214447	0.234988713318	0.84920993228	0.622347629797	0.579683972912	0.392099322799	0.58374717833	0.784198645598	0.75237020316	19	142	-120	484	71	21	44	208	70	208	87	112	27	10302	217	-195	412	142	-41	0.528216704289	0.283069977427	0	1	0	1	1	1	-5.39457019140905	16.6161762483984	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0.0920465662634425	-0.122556328075769
